S_No	DepartureDate	T_No	DepartureTime	Gate	airNo
698	2024-09-20	15	13:00	106	5061
699	2024-09-20	16	15:00	129	1305
700	2024-09-20	16	22:00	113	2801
701	2024-09-20	19	9:00	126	2521
702	2024-09-20	19	9:00	128	1608
703	2024-09-20	24	8:00	110	8345
704	2024-09-20	24	21:00	114	5915
705	2024-09-20	26	2:00	102	4901
706	2024-09-20	26	10:00	102	3159
707	2024-09-20	26	16:00	125	6574
708	2024-09-20	27	3:00	124	7833
709	2024-09-20	27	19:00	129	2958
710	2024-09-20	30	17:00	120	1339
711	2024-09-20	31	9:00	127	5874
712	2024-09-20	33	1:00	115	1930
713	2024-09-20	33	8:00	122	5766
714	2024-09-21	2	4:00	125	2893
715	2024-09-21	3	20:00	128	6271
716	2024-09-21	4	2:00	123	4499
717	2024-09-21	5	12:00	119	1688
718	2024-09-21	6	2:00	110	4354
719	2024-09-21	6	3:00	111	2808
720	2024-09-21	7	5:00	121	3351
721	2024-09-21	7	19:00	105	5963
722	2024-09-21	8	10:00	104	4601
723	2024-09-21	8	11:00	104	3202
724	2024-09-21	9	2:00	129	5753
725	2024-09-21	10	23:00	124	3813
726	2024-09-21	11	7:00	119	9756
727	2024-09-21	11	7:00	101	5811
728	2024-09-21	11	13:00	102	8072
729	2024-09-21	13	21:00	102	7666
730	2024-09-21	20	10:00	105	6039
731	2024-09-21	21	14:00	129	3488
732	2024-09-21	21	20:00	128	3035
733	2024-09-21	22	5:00	120	4006
734	2024-09-21	23	20:00	108	1967
735	2024-09-21	24	1:00	123	8790
736	2024-09-21	25	12:00	129	8447
737	2024-09-21	25	12:00	120	9254
738	2024-09-21	25	12:00	130	1809
739	2024-09-21	26	12:00	106	2023
740	2024-09-21	27	4:00	116	9257
741	2024-09-21	28	4:00	101	8891
742	2024-09-21	29	21:00	103	5339
743	2024-09-21	33	22:00	105	7471
744	2024-09-21	34	2:00	109	9269
745	2024-09-22	2	23:00	114	4048
746	2024-09-22	3	3:00	123	3447
747	2024-09-22	3	5:00	102	3313
748	2024-09-22	3	9:00	122	9511
749	2024-09-22	3	19:00	114	2992
750	2024-09-22	7	13:00	108	7356
751	2024-09-22	7	22:00	129	5373
752	2024-09-22	8	10:00	124	7672
753	2024-09-22	10	10:00	119	8630
754	2024-09-22	11	12:00	128	6396
755	2024-09-22	11	17:00	105	7179
756	2024-09-22	12	2:00	110	6675
757	2024-09-22	15	21:00	106	3550
758	2024-09-22	15	22:00	106	8242
759	2024-09-22	17	22:00	102	3799
760	2024-09-22	19	4:00	108	1861
761	2024-09-22	19	4:00	107	6967
762	2024-09-22	20	21:00	127	6504
763	2024-09-22	21	19:00	106	4465
764	2024-09-22	23	12:00	129	7924
765	2024-09-22	25	15:00	108	4232
766	2024-09-22	27	11:00	115	1853
767	2024-09-22	27	13:00	114	2613
768	2024-09-22	27	21:00	119	9728
769	2024-09-22	31	2:00	116	3370
770	2024-09-22	33	13:00	106	3024
771	2024-09-22	34	20:00	125	4646
772	2024-09-23	2	3:00	114	9118
773	2024-09-23	3	12:00	105	5897
774	2024-09-23	4	4:00	106	8446
775	2024-09-23	5	21:00	126	3736
776	2024-09-23	5	22:00	128	7290
777	2024-09-23	6	8:00	110	2383
778	2024-09-23	14	19:00	125	3198
779	2024-09-23	16	3:00	108	4277
780	2024-09-23	17	16:00	106	8907
781	2024-09-23	18	15:00	110	6393
782	2024-09-23	19	21:00	114	6518
783	2024-09-23	20	23:00	115	5423
784	2024-09-23	21	5:00	103	5346
785	2024-09-23	22	7:00	125	5205
786	2024-09-23	22	20:00	106	6713
787	2024-09-23	26	22:00	112	8977
788	2024-09-23	28	10:00	107	7985
789	2024-09-23	29	23:00	114	9359
790	2024-09-23	33	18:00	114	1411
791	2024-09-23	34	4:00	122	6305
792	2024-09-23	34	16:00	121	7899
793	2024-09-24	1	15:00	110	3845
794	2024-09-24	1	22:00	109	4195
795	2024-09-24	2	11:00	114	3707
796	2024-09-24	3	8:00	123	3275
797	2024-09-24	3	12:00	123	5186
798	2024-09-24	4	2:00	125	2832
799	2024-09-24	4	8:00	122	2335
800	2024-09-24	5	11:00	106	7867
801	2024-09-24	6	9:00	121	6963
802	2024-09-24	6	18:00	103	4241
803	2024-09-24	12	10:00	127	7027
804	2024-09-24	12	19:00	111	2057
805	2024-09-24	14	20:00	124	8422
806	2024-09-24	15	6:00	104	5594
807	2024-09-24	15	13:00	125	9921
808	2024-09-24	16	1:00	121	7887
809	2024-09-24	19	1:00	128	5290
810	2024-09-24	19	9:00	126	2094
811	2024-09-24	19	11:00	103	3930
812	2024-09-24	21	16:00	122	6514
813	2024-09-24	21	23:00	129	8903
814	2024-09-24	22	21:00	120	9134
815	2024-09-24	25	3:00	107	6681
816	2024-09-24	28	14:00	120	3170
817	2024-09-24	29	6:00	108	4376
818	2024-09-24	29	16:00	111	7531
819	2024-09-24	32	10:00	126	2881
820	2024-09-24	32	14:00	103	2144
821	2024-09-24	33	20:00	117	3726
822	2024-09-25	1	13:00	117	8229
823	2024-09-25	2	4:00	104	8317
824	2024-09-25	2	16:00	106	1284
825	2024-09-25	3	13:00	103	9627
826	2024-09-25	6	1:00	106	9100
827	2024-09-25	7	22:00	103	3169
828	2024-09-25	8	7:00	106	4985
829	2024-09-25	9	12:00	122	1961
830	2024-09-25	9	13:00	109	9412
831	2024-09-25	12	10:00	115	5515
832	2024-09-25	14	3:00	116	1851
833	2024-09-25	14	3:00	112	5424
834	2024-09-25	15	21:00	115	6819
835	2024-09-25	16	6:00	114	4367
836	2024-09-25	16	9:00	120	8302
837	2024-09-25	17	21:00	116	3759
838	2024-09-25	19	6:00	123	1121
839	2024-09-25	20	23:00	128	4904
840	2024-09-25	25	7:00	106	2855
841	2024-09-25	26	1:00	112	5837
842	2024-09-25	26	4:00	121	8903
843	2024-09-25	27	6:00	123	1858
844	2024-09-25	28	14:00	121	7948
845	2024-09-25	30	9:00	119	1278
846	2024-09-25	30	20:00	129	5010
847	2024-09-25	30	23:00	123	6719
848	2024-09-25	31	5:00	119	4579
849	2024-09-25	32	10:00	127	6174
850	2024-09-25	34	4:00	114	1508
851	2024-09-25	34	19:00	116	3836
852	2024-09-26	1	1:00	109	1345
853	2024-09-26	2	6:00	103	7073
854	2024-09-26	2	8:00	112	7407
855	2024-09-26	2	12:00	123	2282
856	2024-09-26	3	2:00	119	5930
857	2024-09-26	3	23:00	128	9556
858	2024-09-26	4	10:00	122	6508
859	2024-09-26	4	16:00	114	4188
860	2024-09-26	5	4:00	130	8263
861	2024-09-26	8	18:00	125	8014
862	2024-09-26	9	4:00	126	9884
863	2024-09-26	9	6:00	105	5929
864	2024-09-26	9	14:00	127	6997
865	2024-09-26	10	22:00	104	7039
866	2024-09-26	12	8:00	103	9941
867	2024-09-26	13	23:00	118	5935
868	2024-09-26	15	7:00	129	8657
869	2024-09-26	15	8:00	121	6632
870	2024-09-26	16	11:00	107	1605
871	2024-09-26	16	18:00	115	3100
872	2024-09-26	20	1:00	126	2423
873	2024-09-26	21	12:00	120	4585
874	2024-09-26	22	4:00	124	6308
875	2024-09-26	22	20:00	128	3884
876	2024-09-26	23	8:00	127	4740
877	2024-09-26	23	15:00	125	4957
878	2024-09-26	23	21:00	116	5256
879	2024-09-26	23	22:00	120	6490
880	2024-09-26	24	22:00	109	3840
881	2024-09-26	25	18:00	110	4529
882	2024-09-26	25	22:00	124	1780
883	2024-09-26	26	6:00	126	3239
884	2024-09-26	27	22:00	103	3194
885	2024-09-26	29	14:00	104	8745
886	2024-09-26	30	13:00	121	6260
887	2024-09-26	31	2:00	125	1261
888	2024-09-26	32	17:00	125	2549
889	2024-09-26	34	3:00	107	3030
890	2024-09-26	34	11:00	119	3106
891	2024-09-27	1	23:00	111	5227
892	2024-09-27	2	3:00	126	2384
893	2024-09-27	3	14:00	129	7040
894	2024-09-27	5	14:00	109	8170
895	2024-09-27	5	16:00	107	3664
896	2024-09-27	6	1:00	104	4895
897	2024-09-27	7	22:00	127	6182
898	2024-09-27	8	20:00	126	5714
899	2024-09-27	10	23:00	107	5365
900	2024-09-27	13	13:00	101	7301
901	2024-09-27	14	13:00	118	1566
902	2024-09-27	15	17:00	105	6494
903	2024-09-27	15	20:00	101	5101
904	2024-09-27	18	6:00	107	3141
905	2024-09-27	19	11:00	111	7685
906	2024-09-27	19	23:00	110	5918
907	2024-09-27	20	3:00	108	8353
908	2024-09-27	20	21:00	110	7782
909	2024-09-27	21	5:00	112	3707
910	2024-09-27	22	1:00	109	4055
911	2024-09-27	22	23:00	129	2116
912	2024-09-27	23	22:00	116	1280
913	2024-09-27	24	10:00	103	4076
914	2024-09-27	27	19:00	105	7812
915	2024-09-27	28	12:00	118	2997
916	2024-09-27	29	9:00	103	1636
917	2024-09-27	29	15:00	117	8125
918	2024-09-27	30	5:00	104	3825
919	2024-09-27	30	19:00	103	7126
920	2024-09-27	31	18:00	105	4050
921	2024-09-27	31	22:00	120	9347
922	2024-09-27	33	11:00	109	8494
923	2024-09-27	34	10:00	119	4750
924	2024-09-28	1	12:00	127	4457
925	2024-09-28	2	23:00	113	9834
926	2024-09-28	5	11:00	122	3863
927	2024-09-28	5	23:00	122	3589
928	2024-09-28	7	5:00	127	7681
929	2024-09-28	7	11:00	110	9821
930	2024-09-28	8	7:00	103	2912
931	2024-09-28	8	8:00	104	4812
932	2024-09-28	9	4:00	117	3721
933	2024-09-28	9	23:00	119	4274
934	2024-09-28	10	18:00	114	7950
935	2024-09-28	12	14:00	127	7807
936	2024-09-28	13	17:00	101	7116
937	2024-09-28	13	21:00	124	6309
938	2024-09-28	14	10:00	104	4195
939	2024-09-28	15	6:00	108	9327
940	2024-09-28	16	3:00	129	4887
941	2024-09-28	17	12:00	113	8551
942	2024-09-28	17	19:00	130	7394
943	2024-09-28	17	21:00	120	3179
944	2024-09-28	17	22:00	118	9231
945	2024-09-28	18	20:00	107	9976
946	2024-09-28	22	3:00	125	7859
947	2024-09-28	22	12:00	115	8978
948	2024-09-28	22	12:00	117	1269
949	2024-09-28	23	12:00	106	1176
950	2024-09-28	23	15:00	112	8584
951	2024-09-28	24	20:00	120	7168
952	2024-09-28	26	7:00	128	3741
953	2024-09-28	26	20:00	124	3555
954	2024-09-28	29	17:00	113	7548
955	2024-09-28	30	6:00	118	8656
956	2024-09-28	31	2:00	119	7702
957	2024-09-28	31	10:00	109	3784
958	2024-09-28	32	16:00	128	7936
959	2024-09-28	33	13:00	126	3655
960	2024-09-28	34	22:00	105	7356
961	2024-09-29	5	12:00	116	8664
962	2024-09-29	6	22:00	125	1960
963	2024-09-29	10	6:00	130	8282
964	2024-09-29	11	1:00	128	9801
965	2024-09-29	12	1:00	124	5225
966	2024-09-29	13	17:00	101	6122
967	2024-09-29	19	7:00	106	7490
968	2024-09-29	23	6:00	116	8279
969	2024-09-29	23	21:00	121	2592
970	2024-09-29	25	8:00	102	2141
971	2024-09-29	26	21:00	129	8703
972	2024-09-29	27	8:00	128	7649
973	2024-09-29	27	17:00	105	9870
974	2024-09-29	27	21:00	115	5771
975	2024-09-29	28	11:00	123	8760
976	2024-09-29	31	5:00	120	9822
977	2024-09-29	31	9:00	119	9473
978	2024-09-29	31	13:00	114	7030
979	2024-09-29	31	14:00	126	8723
980	2024-09-29	33	6:00	111	9066
981	2024-09-29	34	3:00	129	1639
982	2024-09-30	3	1:00	127	3654
983	2024-09-30	3	6:00	108	7353
984	2024-09-30	4	3:00	104	5389
985	2024-09-30	6	19:00	115	2575
986	2024-09-30	7	6:00	102	3526
987	2024-09-30	7	16:00	122	1312
988	2024-09-30	8	4:00	129	8492
989	2024-09-30	8	15:00	115	9982
990	2024-09-30	12	14:00	104	7325
991	2024-09-30	13	3:00	108	6904
992	2024-09-30	13	15:00	102	7816
993	2024-09-30	13	17:00	101	1851
994	2024-09-30	14	7:00	127	3389
995	2024-09-30	14	7:00	113	1261
996	2024-09-30	14	7:00	130	1267
997	2024-09-30	15	1:00	126	4687
998	2024-09-30	15	14:00	117	5021
999	2024-09-30	17	11:00	123	4764
1000	2024-09-30	18	22:00	120	6104
